0.000000	11.850751	28.862493	49.751441	73.476874	107.668705	127.403865	328.134277	343.246809	415.951572	514.892339	400.417777	462.917063	539.329000	572.367006	555.146524	483.242577	0.828590	0.945874	0.931829	0.964010	0.882114	0.959980	0.907204	469.456072	273510.773274	36.599408	1020.271932	916.108241	86.301473	1731076807.510879	0.000000
1.000000	13.473537	35.144815	64.138532	90.600950	126.608056	122.093045	311.657317	279.592982	268.339410	231.130003	174.718798	57.474149	40.677655	-40.593311	-220.290032	-76.931026	0.899081	0.835987	0.891159	0.950222	0.920171	0.978095	0.914788	491.961914	249643.922749	36.592638	1051.448615	912.955421	86.890401	1731076807.529133	0.000000
2.000000	14.952868	42.274243	70.711153	85.660085	119.310800	116.278597	96.698087	46.636877	-21.295270	-10.396599	-109.596987	-96.995119	-16.593698	47.519684	167.489858	233.557786	0.892685	0.829047	0.864655	0.987861	0.983509	0.988862	1.060570	515.033463	247547.039880	36.602011	1019.633258	1096.195211	91.154963	1731076807.529183	0.000000
3.000000	17.015837	47.012744	78.009375	82.426973	85.025566	47.075803	-10.907216	-59.906560	-63.205754	38.318159	57.862583	182.814809	181.235058	467.841265	367.212846	399.803427	0.877359	0.855573	0.866345	0.993081	0.924816	0.940833	0.914775	521.938534	258932.032183	36.598800	931.011884	971.172532	82.337753	1731076807.529211	0.000000
4.000000	18.242319	47.556016	64.294044	66.753305	34.690574	0.094897	-11.369611	-4.554302	54.271419	138.200718	303.503340	320.307822	198.341372	137.529510	64.666884	-55.557725	0.931347	0.900210	0.880975	0.829495	0.855207	0.922361	1.005983	537.672899	239735.984125	36.600690	976.424881	952.095122	97.890649	1731076807.529228	0.000000
5.000000	19.789526	48.489319	55.922725	38.845667	-12.245411	-46.759158	-5.861605	87.698830	217.161548	279.791133	249.147330	99.021393	-119.552324	-137.994774	-16.881740	242.831571	0.947492	0.961743	0.925605	0.921769	0.998059	0.902186	1.050156	512.990796	250732.295762	36.590351	1033.108595	949.563926	87.517445	1731076807.544212	0.000000
6.000000	20.706111	48.187023	46.857846	9.915446	-9.446121	-15.587296	87.729876	151.321162	190.153282	116.855839	-28.047582	-61.362585	-6.255073	200.031183	306.721243	380.719633	0.919663	0.878692	0.972961	0.820254	0.880637	0.921061	0.971296	492.726425	274616.397515	36.598033	1029.760336	986.618803	93.760888	1731076807.544266	0.000000
7.000000	22.380648	46.964819	30.967374	-5.695680	-13.220927	59.899043	162.433091	151.926860	87.246844	11.488666	-19.558673	126.237035	386.415099	387.866541	144.790752	-64.490208	0.942089	0.822289	0.800822	0.821060	0.995128	0.972091	0.957514	547.436623	250163.058174	36.601480	1083.808281	1085.222455	97.764578	1731076807.544336	0.000000
8.000000	22.954882	39.132304	16.591747	-16.751650	24.144072	104.728258	179.047557	83.484427	22.196314	-31.371749	164.750182	215.451771	182.435901	89.033429	-100.108837	159.453158	0.815214	0.818190	0.936328	0.872844	0.911778	0.915943	0.933286	511.100037	246123.857504	36.595884	951.179797	926.754423	95.853679	1731076807.544368	0.000000
9.000000	23.181646	35.616558	0.946544	-4.179230	63.983146	160.384958	103.217931	-0.798051	-1.103162	168.195810	241.183006	130.040657	-96.223900	10.109283	265.906714	293.033350	0.954836	0.976352	0.897941	0.857463	0.886389	0.823785	1.099051	508.468233	254067.928308	36.607220	1050.629846	932.604550	89.346419	1731076807.559159	0.000000
10.000000	23.657736	29.289279	-5.732081	6.689352	101.214276	134.063110	12.065501	9.448698	113.695423	227.912553	110.489762	20.688910	82.605108	430.736218	197.718202	63.896765	0.819735	0.806494	0.974363	0.988962	0.979717	0.980410	1.077581	490.225553	238873.959792	36.596652	937.773318	1032.216052	98.936353	1731076807.559287	0.000000
11.000000	24.522397	22.186692	-6.318782	34.033425	133.613740	72.966986	-5.445610	64.398512	175.468233	134.089092	34.078659	78.306571	197.080569	180.724935	-136.421801	104.535096	0.838833	0.822074	0.901814	0.987002	0.914273	0.971716	0.957686	490.568683	255095.500829	36.603808	1026.766269	1071.252430	97.407575	1731076807.559326	0.000000
12.000000	23.601699	14.600527	-16.689630	60.308790	99.966780	18.175872	-7.639925	168.451004	192.820228	-4.465127	63.541151	287.316381	152.689423	-90.440841	154.400438	339.730158	0.972464	0.942186	0.882153	0.960331	0.898175	0.938613	1.089965	487.082069	245749.881331	36.592046	933.250706	1084.296769	94.502024	1731076807.559345	0.000000
13.000000	24.467479	8.290913	-8.205153	83.622521	79.331967	0.620537	75.507415	153.850316	52.079199	-14.837181	224.041418	182.898375	-78.333578	175.587247	473.852581	-35.927100	0.826139	0.999067	0.824407	0.944533	0.911197	0.981151	1.030225	503.348641	243778.167469	36.604370	928.826509	1093.981116	81.106086	1731076807.575334	0.000000
14.000000	23.161110	1.286762	6.625561	93.966372	34.372907	-26.308003	172.035317	121.849602	-69.604664	187.353497	172.308400	18.231198	122.551997	249.935997	-65.786976	134.238393	0.869086	0.909841	0.828784	0.945062	0.946041	0.890706	0.951205	475.165463	239509.742943	36.607130	914.781799	1065.683134	84.285723	1731076807.575394	0.000000
15.000000	23.100727	-3.197602	23.415618	102.121067	-2.046089	39.816112	137.244817	11.621030	42.661689	303.699322	-18.253094	80.137047	330.527396	-1.621321	52.022196	962.908279	0.917565	0.971145	0.957825	0.941194	0.964217	0.986468	1.095538	502.692638	256995.317740	36.604191	930.264768	937.742064	96.991258	1731076807.575420	0.000000
16.000000	21.791138	-6.361445	39.967140	70.985248	-27.412143	93.055490	122.173848	-65.568112	192.080766	121.387023	-68.149553	277.967021	108.797032	-33.467059	821.857366	146.127171	0.920427	0.923380	0.942209	0.864668	0.848022	0.979375	0.960164	467.700351	231562.486910	36.604040	1078.032199	1085.204690	87.307870	1731076807.575450	0.000000
17.000000	21.140518	-6.652717	53.609592	51.838821	-1.249505	159.694599	31.748691	27.869763	206.846330	-35.711973	140.197143	204.591187	-19.743382	677.696822	274.117113	76.487774	0.935719	0.900706	0.946122	0.800343	0.873505	0.851260	1.027544	523.781786	230934.823807	36.595974	975.481755	1064.739940	88.605315	1731076807.590418	0.000000
18.000000	19.423763	-8.798858	66.231952	21.562549	22.552409	146.931841	-6.443439	140.262005	103.876959	-37.574364	289.408345	-81.533256	340.377997	459.230986	10.533069	310.729240	0.844126	0.967528	0.847230	0.882606	0.837050	0.839466	0.924637	538.918081	266432.154161	36.604156	1032.250945	991.042244	98.400485	1731076807.590462	0.000000
19.000000	18.135340	-9.059609	75.063430	-5.368169	65.388495	92.000513	-22.829987	228.416227	-22.648641	169.405159	137.241579	56.621073	574.310395	67.928497	370.842907	128.928065	0.828438	0.935275	0.937161	0.807296	0.863637	0.838339	0.900001	482.081688	259002.575113	36.596136	999.221967	1036.097245	93.922757	1731076807.590507	0.000000
